idcode,date,wordcount,author,title
uc2.ark:/13960/t5n874c1j,1796,100373,"Moore, John,",Edward
nyp.33433076093685,1796,210093,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
mdp.39015027178923,1796,33928,"Walker, George,",Theodore Cyphon
nnc1.0315300579,1796,29276,"Brewer, George,",The Siamese tales
mdp.39015010794413,1796,77786,"Genlis, Stéphanie Félicité,",Adelaide and Theodore;
nyp.33433074955414,1796,80195,"Moore, John,",Edward
mdp.39015063758570,1796,31702,<blank>,The masquerade;
nyp.33433076093693,1796,211689,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
nyp.33433076093651,1796,160021,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
nyp.33433076093677,1796,171376,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
mdp.39015031938452,1796,40370,"Wieland, Christoph Martin,","Private history of Peregrinus Proteus, the philosopher"
mdp.39015063758588,1796,32741,<blank>,The masquerade;
nyp.33433076093701,1796,208167,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
hvd.hw3q0q,1796,104147,"Rousseau, Jean-Jacques,",Eloisa: or A series of original letters
mdp.39015027179251,1796,41548,"Walker, George,",Theodore Cyphon
nyp.33433074874748,1796,52684,"Lewis, M. G.",The monk
njp.32101037606348,1796,31978,"Whitmore, H.",Modern Gulliver's travels
njp.32101037021068,1796,54740,"Peacock, Lucy,",Visit for a week;
nyp.33433074955422,1796,99838,"Moore, John,",Edward
mdp.39015010794421,1796,74413,"Genlis, Stéphanie Félicité,",Adelaide and Theodore;
njp.32101072911967,1796,67940,"Auvigny,",Memoirs of Madame de Barneveldt [pseud.]
hvd.hw3q0r,1796,109832,"Rousseau, Jean-Jacques,",Eloisa: or A series of original letters
nyp.33433074874755,1796,48346,"Lewis, M. G.",The monk
mdp.39015009232102,1796,26944,"Wollstonecraft, Mary,",Original stories from real life;
mdp.39015022370764,1796,28128,<blank>,The Siamese tales: being a collection of stories told to the son of the mandarin Sam-Sib
njp.32101071963068,1797,61365,"Le Sage, Alain René,","The history of Vanillo Gonzalez, surnamed the merry batchelor"
njp.32101071963076,1797,58235,"Le Sage, Alain René,","The history of Vanillo Gonzalez, surnamed the merry batchelor"
uc1.b3366265,1797,73247,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
njp.32101037042544,1797,41929,"Lewis, Alethea,",Disobedience
nyp.33433075821359,1797,112320,"Genlis, Stéphanie Félicité,",The knights of the swan;
njp.32101037042551,1797,37546,"Lewis, Alethea,",Disobedience
uc1.b3366266,1797,70266,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
njp.32101067498715,1797,43335,"Sterne, Laurence,",The letters of the late Rev. Mr. Laurence Sterne
nyp.33433082256656,1797,35547,<blank>,The Selector
nyp.33433075821904,1797,73994,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
nnc1.0113413384,1797,32299,<blank>,Memoirs of Mrs. Margaret Leeson
uc2.ark:/13960/t4wh2fp3p,1797,24680,"Gilpin, William,",Three dialogues on the amusements of clergymen
mdp.39015065443015,1797,90654,"Genlis, Stéphanie Félicité,",The knights of the Swan;
njp.32101037572912,1797,14794,"Scott, Sarah,","The man of real sensibility: or, The history of Sir George Ellison"
njp.32101037572763,1797,17823,"Pilkington,","Edward Barnard, or, Merit exalted"
hvd.hn2hdk,1797,10171,"Lovechild,",The infant's friend
mdp.39015020051689,1797,65474,"West,",A gossip's story
nyp.33433075821367,1797,103865,"Genlis, Stéphanie Félicité,",The knights of the swan;
hvd.hn2hdr,1797,16370,<blank>,The force of example;
hvd.hxkcgs,1797,58828,"Hamilton, Elizabeth,",Translation of the letters of a Hindoo rajah
njp.32101037042528,1797,42028,"Lewis, Alethea,",Disobedience
njp.32101067498707,1797,43854,"Sterne, Laurence,",The letters of the late Rev. Mr. Laurence Sterne
nyp.33433075821888,1797,79202,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
mdp.39015065443007,1797,93844,"Genlis, Stéphanie Félicité,",The knights of the Swan;
nyp.33433075821912,1797,68769,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
nnc1.0113413406,1797,29826,<blank>,Memoirs of Mrs. Margaret Leeson
uc1.b3366264,1797,65742,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
uc2.ark:/13960/t9668b76d,1797,62400,"Le Sage, Alain René,",The history of Vanillo Gonzales
uc2.ark:/13960/t0tq5v85q,1797,81535,"Arnould,",Systeme maritime et politique des Europe͡ens
nyp.33433075821896,1797,64893,"Le Sage, Alain René,",The adventures of Gil Blas of Santillane
uc2.ark:/13960/t8w95440h,1797,46341,Addison.,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments;"
nnc1.0113413392,1797,42944,<blank>,Memoirs of Mrs. Margaret Leeson
dul1.ark:/13960/t6834jz71,1798,64371,"West,","A gossip's story, and a legendary tale"
hvd.hn6nfx,1798,52906,"Leprince de Beaumont,",Letters of Madame Du Montier
uc2.ark:/13960/t90864w4j,1798,30679,"Sterne, Laurence,",The works of Laurence Sterne
nyp.33433074911649,1798,46924,"Smith, Charlotte,",The young philosopher
njp.32101079873558,1798,16150,"Pinchard, Elizabeth Sibthorpe.",The two cousins
nyp.33433074911292,1798,44154,"Sterne, Laurence,",A sentimental journey through France and Italy
mdp.39015016483326,1798,49285,"Trimmer,",Fabulous histories
hvd.hn2hdv,1798,54514,"Wakefield, Priscilla,","Juvenile anecdotes, founded on facts"
nnc1.0037104179,1798,66786,"Cumberland, Richard,",Henry
uc2.ark:/13960/t28912w8n,1798,19114,"Gilpin, William,","Moral contrasts: or, the power of religion exemplified under different characters"
njp.32101068989910,1798,41914,"Genlis, Stéphanie Félicité,",Tales of the castle
nyp.33433074911631,1798,47171,"Smith, Charlotte,",The young philosopher
hvd.32044054765649,1798,107327,"Murray, Judith Sargent,",The gleaner
njp.32101068989886,1798,46853,"Genlis, Stéphanie Félicité,",Tales of the castle
njp.32101036894374,1798,44626,"Wollstonecraft, Mary,",Memoirs and posthumous works of Mary Wollstonecraft Godwin
hvd.hn2hdw,1798,29466,"Pilkington,",Tales of the hermitage
mdp.39015067113491,1798,62757,"Quevedo, Francisco de,",The works of don Francisco de Quevedo
hvd.hn6nee,1798,44686,"Leprince de Beaumont,",Letters of Madame Du Montier
nyp.33433074911623,1798,46615,"Smith, Charlotte,",The young philosopher
nyp.33433074911656,1798,65636,"Smith, Charlotte,",The young philosopher
nnc1.0037104160,1798,69163,"Cumberland, Richard,",Henry
uc2.ark:/13960/t7gq6sk92,1798,42790,"Sterne, Laurence,",The works of Laurence Sterne
mdp.39015013469849,1798,62374,"Quevedo, Francisco de,",The works of don Francisco de Quevedo
uc2.ark:/13960/t9668b80z,1798,44148,"Sterne, Laurence,",The works of Laurence Sterne
uc2.ark:/13960/t1td9pb8p,1798,42344,"Sterne, Laurence,",The works of Laurence Sterne
mdp.39015008440961,1798,63028,"Quevedo, Francisco de,",The works of don Francisco de Quevedo
njp.32101068989878,1798,64632,"Genlis, Stéphanie Félicité,",Tales of the castle
hvd.hn6nef,1798,39586,"Leprince de Beaumont,",Letters of Madame Du Montier
mdp.39015078549188,1798,90362,"Defoe, Daniel,","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque"
nnc1.0037104144,1798,62528,"Cumberland, Richard,",Henry
mdp.39015013469856,1798,64102,"Quevedo, Francisco de,",The works of don Francisco de Quevedo
njp.32101068989894,1798,49736,"Genlis, Stéphanie Félicité,",Tales of the castle
nnc1.0037104152,1798,64566,"Cumberland, Richard,",Henry
dul1.ark:/13960/t3jw95z4h,1798,125037,"Rowson,",Reuben and Rachel;
hvd.32044054765631,1798,114849,"Murray, Judith Sargent,",The gleaner
hvd.hn2hdy,1799,13123,"Kendall, Edward Augustus,",The canary bird
uc2.ark:/13960/t1vd6s76s,1799,88026,"Lee, Harriet,",Canterbury tales
njp.32101071962755,1799,36342,"Marmontel, Jean-François,",Marmontel's tales
hvd.hn2ghi,1799,64913,Lady.,Memoirs of the Danby family
nyp.33433067304000,1799,42337,"West,",A tale of the times
mdp.39015021305159,1799,78139,"Radcliffe, Ann Ward,",The mysteries of Udolpho
nyp.33433074911755,1799,47185,"Robinson, Mary Darby,",The false friend
mdp.39015030679321,1799,39561,"Meeke, Mary,",Ellesmere
njp.32101072913187,1799,25758,"Barthélemy, J.-J.",Charite and Polydorus
mdp.39015020051663,1799,50478,"West,",A tale of the times
nyp.33433082297064,1799,28454,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children;"
nyp.33433067304026,1799,51031,"West,",A tale of the times
mdp.39015021305142,1799,76146,"Radcliffe, Ann Ward,",The mysteries of Udolpho
nyp.33433074911771,1799,50491,"Robinson, Mary Darby,",The false friend
nyp.33433075821862,1799,70149,"Genlis, Stéphanie Félicité,","The young exiles, or, Correspondence of some juvenile emigrants"
uc2.ark:/13960/t4kk97p66,1799,82228,"Lee, Harriet,",Canterbury tales
nyp.33433074911763,1799,45920,"Robinson, Mary Darby,",The false friend
nyp.33433075821870,1799,68731,"Genlis, Stéphanie Félicité,","The young exiles, or, Correspondence of some juvenile emigrants"
uc2.ark:/13960/t0ht2kf0b,1799,73316,"Lee, Harriet,",Canterbury tales
njp.32101037020995,1799,65976,"Gunning,",The gipsy countess
mdp.39015030679479,1799,43471,"Meeke, Mary,",Ellesmere
nyp.33433074948567,1799,18273,<blank>,"Frederic Latimer; or, The history of a young man of fashion"
uc2.ark:/13960/t06w99c6k,1799,75416,"Lee, Harriet,",Canterbury tales
nyp.33433082297080,1799,23935,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children;"
njp.32101074630169,1799,39590,"Lafontaine, August Heinrich Julius,",Romulus
mdp.39015030679487,1799,38273,"Meeke, Mary,",Ellesmere
uc2.ark:/13960/t8kd1v44v,1799,20676,<blank>,"Frederic Latimer; or, The history of a young man of fashion"
njp.32101074630151,1799,41743,"Lafontaine, August Heinrich Julius,",Romulus
mdp.39015078549212,1799,78772,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
mdp.39015078572339,1799,20220,"Campe, Joachim Heinrich,","The new Robinson Crusoe, designed for the amusement and instruction of the youth of both sexes"
mdp.39015020051671,1799,41724,"West,",A tale of the times
mdp.39015021305134,1799,70980,"Radcliffe, Ann Ward,",The mysteries of Udolpho
mdp.39015078549204,1799,76642,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
mdp.39015020051820,1799,40850,"West,",A tale of the times
nyp.33433067304018,1799,41234,"West,",A tale of the times
mdp.39015013150308,1799,132319,"Mathias, Thomas James,",The pursuits of literature
mdp.39015030679461,1799,50324,"Meeke, Mary,",Ellesmere
dul1.ark:/13960/t3cz3t87q,1799,68206,"West,",A tale of the times
nyp.33433082297072,1799,26955,"Salzmann, Christian Gotthilf,","Elements of morality, for the use of children;"
nyp.33433074918768,1799,32350,"Walker, George,",The vagabond
nyp.33433074911748,1799,45737,"Robinson, Mary Darby,",The false friend
uc2.ark:/13960/t1ng4kw2z,1799,60653,"Lee, Harriet,",Canterbury tales
nyp.33433074948575,1799,25678,<blank>,"Frederic Latimer; or, The history of a young man of fashion"
hvd.hn2hdx,1799,20294,"Pilkington,","The budget, or Moral and entertaining fragments"
mdp.39015021305167,1799,72178,"Radcliffe, Ann Ward,",The mysteries of Udolpho
njp.32101067635050,1799,17007,<blank>,"The hare; or, Hunting incompatible with humanity"
nyp.33433074918776,1799,35981,"Walker, George,",The vagabond
nyp.33433074911540,1800,48651,"Smith, Charlotte,",The letters of a solitary wanderer
uc2.ark:/13960/t7sn02x48,1800,227867,"Warren, Samuel,",Ten thousand a-year
nyp.33433074910286,1800,71215,"Moore, John,",Mordaunt
uc2.ark:/13960/t0vq2tk41,1800,205116,"Wordboise, Emma Jane.",Lady Clarissa
nyp.33433074913298,1800,36947,"Hervey, Elizabeth,",The Mourtray family
nyp.33433074948518,1800,59620,"Lathom, Francis,",Men and manners
njp.32101068142080,1800,39854,"Linley, W.",Forbidden apartments
nyp.33433068248255,1800,56111,"Richards, George,","The divine origin of prophecy illustrated and defended in a course of sermons preached before the University of Oxford, in the year MDCCC., at the lecture founded by John Bampton"
nyp.33433075724124,1800,33926,"Schiller, Friedrich,","The Armenian; or, The ghost seer"
nyp.33433074911573,1800,46822,"Smith, Charlotte,",The letters of a solitary wanderer
hvd.hn2he4,1800,19687,"Smith, Thomas,","The shepherd's son, or, The wish accomplished"
uiuo.ark:/13960/t8pc3pr08,1800,27472,"Fuller,",The son of Ethelwolf
yale.39002088446795,1800,59030,"Richards, George,","The divine origin of prophecy illustrated and defended in a course of sermons preached before the University of Oxford, in the year MDCCC., at the lecture founded by John Bampton"
pst.000006714727,1800,155195,"Smollett, T.",Miscellaneous works
nyp.33433074911557,1800,51827,"Smith, Charlotte,",The letters of a solitary wanderer
nyp.33433075724090,1800,25649,"Schiller, Friedrich,","The Armenian; or, The ghost seer"
nyp.33433074955018,1800,45925,"Lathom, Francis,",Men and manners
hvd.hn2he7,1800,24320,<blank>,"Tales of the arbor; or, Evening rewards for morning studies"
njp.32101068142072,1800,33740,"Linley, W.",Forbidden apartments
pst.000006714703,1800,152525,"Smollett, T.",Miscellaneous works
mdp.39015059375132,1800,43765,"[Burges, Mary Anne]","The progress of the pilgrim Good-Intent, in Jacobinical times"
uva.x000099740,1800,63309,"Hamilton, Elizabeth,",Memoirs of modern philosophers
nyp.33433074913272,1800,37335,"Hervey, Elizabeth,",The Mourtray family
hvd.hn2he3,1800,19292,"Kendall, Edward Augustus,","The stories of Senex, or, Little histories of little people"
uiuo.ark:/13960/t5w675c99,1800,41270,"Croffts,",Ankerwick Castle
nyp.33433074955034,1800,54205,"Lathom, Francis,",Men and manners
nyp.33433074913264,1800,40334,"Hervey, Elizabeth,",The Mourtray family
mdp.39015063947199,1800,10992,<blank>,The prophetic warning;
pst.000000913119,1800,192596,"Smollett, T.",Miscellaneous works
uc2.ark:/13960/t3610xd2b,1800,57966,"Richards, George,","The divine origin of prophecy illustrated and defended in a course of sermons preached before the University of Oxford, in the year MDCCC., at the lecture founded by John Bampton"
nyp.33433074911565,1800,57669,"Smith, Charlotte,",The letters of a solitary wanderer
hvd.hn2he1,1800,18022,"Lambert, Anne Thérèse de Marguenat de Courcelles,",A mother's advice to her son and daughter
ucm.5320307018,1800,57458,<blank>,"Tales, anecdotes, and letters"
mdp.39015063931862,1800,14549,<blank>,The history of Zoa
uc2.ark:/13960/t80k2b055,1800,180169,"Surtees, Robert Smith,","""Ask mamma"", or, The richest commoner in England"
nyp.33433081584223,1800,30897,"Mackenzie, Anna Maria.","Feudal events; or, Days of yore"
hvd.hn2he5,1800,31047,<blank>,"The Governess, or, Evening amusements at a boarding school"
mdp.39015020074772,1800,85351,"Hamilton, Elizabeth,",Memoirs of modern philosophers
njp.32101037604772,1800,29965,"Du Bois, Edward,",St. Godwin
uiuo.ark:/13960/t2g74094k,1800,134296,"Lever, Charles James,",The Martins of Cro' Martin
uiuo.ark:/13960/t9572451c,1800,44380,"Croffts,",Ankerwick Castle
uc2.ark:/13960/t6j100k87,1800,132418,"Surtees, Robert Smith,","""Plain or ringlets?"""
nyp.33433075724116,1800,29127,"Schiller, Friedrich,","The Armenian; or, The ghost seer"
mdp.39015020074780,1800,84408,"Hamilton, Elizabeth,",Memoirs of modern philosophers
uiuo.ark:/13960/t7cr6hq4j,1800,53642,"Hamilton, Elizabeth,",Memoirs of modern philosophers
uiuo.ark:/13960/t6h13qh1g,1800,63238,"Hamilton, Elizabeth,",Memoirs of modern philosophers
uiuo.ark:/13960/t82j71s0h,1800,133675,"Lever, Charles James,",The Martins of Cro' Martin
nyp.33433074896055,1800,35664,"Mackenzie, Henry,",The man of feeling
nyp.33433074955026,1800,58250,"Lathom, Francis,",Men and manners
mdp.39015029866236,1800,152207,"Irving, Washington,",Irving's works
uiuo.ark:/13960/t98632q82,1801,35941,"Moore, George,",Grasville Abbey
mdp.39015078562132,1801,50642,"Morris, Ralph.",The life and astonishing transactions of John Daniel
loc.ark:/13960/t1bk28d6c,1801,50442,"Heaton, Nathaniel, [from old catalog]","The pleasing library, containing a selection of humorous, entertaining, elegant and instructive pieces, in prose and poetry;"
hvd.32044018178632,1801,103104,"Pérez de Hita, Ginés,",Las guerras civiles;
uiuo.ark:/13960/t48p6k665,1801,37980,"Acton, Eugenia de,",The microcosm
hvd.hn2hec,1801,23571,"Smyth, Thomas,",Lucinda
mdp.39015065769393,1801,33062,"Surr, T. S.",Splendid misery
njp.32101064631771,1801,35181,"Sickelmore, Richard.",Raymond
hvd.hn2heb,1801,15406,"Porter, Jane,",The two princes of Persia
hvd.hn2hed,1801,19274,"Kendall, Edward Augustus,","Lessons of virtue, or, The book of happiness"
uiuo.ark:/13960/t5h99gq2h,1801,33268,"Du Bois, Edward,",Old Nick;
njp.32101076417573,1801,21735,<blank>,The Bakhtyar nameh;
hvd.hn2hej,1801,6857,"Semple, Elizabeth,","Summer rambles, or, Conversations, instructive and entertaining"
nnc1.0022839976,1801,72870,"More, Hannah,",The works of Hannah More
mdp.39015065769344,1801,35459,"Surr, T. S.",Splendid misery
